row_index,cluster_index,cluster_representative
153,2,the drowned and the saved
154,2,the drowned and the saved
155,2,the drowned and the saved
156,2,the drowned and the saved
157,1,the drowned and the saved
158,2,the drowned and the saved
159,2,the drowned and the saved
160,2,the drowned and the saved
161,2,the drowned and the saved
162,2,the drowned and the saved
163,2,the drowned and the saved
164,2,the drowned and the saved
165,2,the drowned and the saved
166,2,the drowned and the saved
167,2,the drowned and the saved
168,2,the drowned and the saved
169,2,the drowned and the saved
170,2,the drowned and the saved
171,2,the drowned and the saved
172,1,the drowned and the saved
173,1,the drowned and the saved
174,2,the drowned and the saved
175,1,the drowned and the saved
176,1,the drowned and the saved
177,1,the drowned and the saved
178,1,the drowned and the saved
179,1,the drowned and the saved
180,1,the drowned and the saved
181,1,the drowned and the saved
182,1,the drowned and the saved
183,1,the drowned and the saved
184,1,the drowned and the saved
185,1,the drowned and the saved
186,1,the drowned and the saved
187,1,the drowned and the saved
188,1,the drowned and the saved
189,1,the drowned and the saved
190,1,the drowned and the saved
191,1,the drowned and the saved
192,1,the drowned and the saved
193,1,the drowned and the saved
194,1,the drowned and the saved
195,1,the drowned and the saved
196,1,the drowned and the saved
197,1,the drowned and the saved
198,1,the drowned and the saved
199,1,the drowned and the saved
200,1,the drowned and the saved
201,1,the drowned and the saved
202,1,the drowned and the saved
203,1,the drowned and the saved
204,1,the drowned and the saved
205,1,the drowned and the saved
206,1,the drowned and the saved
207,1,the drowned and the saved
208,1,the drowned and the saved
209,1,the drowned and the saved
210,1,the drowned and the saved
211,1,the drowned and the saved
212,1,the drowned and the saved
213,1,the drowned and the saved
214,1,the drowned and the saved
215,1,the drowned and the saved
216,1,the drowned and the saved
217,1,the drowned and the saved
218,1,the drowned and the saved
219,2,the drowned and the saved
220,1,the drowned and the saved
221,1,the drowned and the saved
222,1,the drowned and the saved
223,1,the drowned and the saved
224,1,the drowned and the saved
225,1,the drowned and the saved
226,1,the drowned and the saved
227,1,the drowned and the saved
228,2,the drowned and the saved
229,2,the drowned and the saved
230,1,the drowned and the saved
231,1,the drowned and the saved
232,1,the drowned and the saved
233,1,the drowned and the saved
234,1,the drowned and the saved
235,1,the drowned and the saved
236,1,the drowned and the saved
237,2,the drowned and the saved
238,2,the drowned and the saved
239,2,the drowned and the saved
240,2,the drowned and the saved
241,2,the drowned and the saved
242,2,the drowned and the saved
243,2,the drowned and the saved
244,2,the drowned and the saved
245,2,the drowned and the saved
246,2,the drowned and the saved
247,2,the drowned and the saved
248,2,the drowned and the saved
249,2,the drowned and the saved
250,2,the drowned and the saved
251,2,the drowned and the saved
252,2,the drowned and the saved
253,2,the drowned and the saved
254,2,the drowned and the saved
255,2,the drowned and the saved
256,2,the drowned and the saved
257,2,the drowned and the saved
258,2,the drowned and the saved
259,2,the drowned and the saved
260,2,the drowned and the saved
261,2,the drowned and the saved
262,0,the drowned and the saved
263,2,the drowned and the saved
264,1,the drowned and the saved
265,1,the drowned and the saved
266,2,the drowned and the saved
267,2,the drowned and the saved
268,2,the drowned and the saved
269,2,the drowned and the saved
270,2,the drowned and the saved
271,2,the drowned and the saved
272,2,the drowned and the saved
273,2,the drowned and the saved
274,2,the drowned and the saved
275,2,the drowned and the saved
276,2,the drowned and the saved
277,2,the drowned and the saved
278,2,the drowned and the saved
279,2,the drowned and the saved
280,2,the drowned and the saved
281,2,the drowned and the saved
282,2,the drowned and the saved
283,2,the drowned and the saved
284,2,the drowned and the saved
285,2,the drowned and the saved
286,2,the drowned and the saved
287,2,the drowned and the saved
288,2,the drowned and the saved
289,2,the drowned and the saved
290,2,the drowned and the saved
291,2,the drowned and the saved
292,2,the drowned and the saved
293,2,the drowned and the saved
294,2,the drowned and the saved
295,2,the drowned and the saved
296,2,the drowned and the saved
297,1,the drowned and the saved
298,2,the drowned and the saved
299,2,the drowned and the saved
300,2,the drowned and the saved
301,2,the drowned and the saved
302,2,the drowned and the saved
303,2,the drowned and the saved
304,2,the drowned and the saved
305,2,the drowned and the saved
306,0,the drowned and the saved
307,2,the drowned and the saved
308,2,the drowned and the saved
309,2,the drowned and the saved
310,2,the drowned and the saved
311,2,the drowned and the saved
312,2,the drowned and the saved
313,1,the drowned and the saved
314,2,the drowned and the saved
315,2,the drowned and the saved
316,2,the drowned and the saved
317,1,the drowned and the saved
318,1,the drowned and the saved
319,2,the drowned and the saved
320,1,the drowned and the saved
321,1,the drowned and the saved
322,1,the drowned and the saved
323,2,the drowned and the saved
324,2,the drowned and the saved
325,2,the drowned and the saved
326,2,the drowned and the saved
327,2,the drowned and the saved
328,0,the drowned and the saved
329,0,the drowned and the saved
330,0,the drowned and the saved
331,0,the drowned and the saved
332,0,the drowned and the saved
333,0,the drowned and the saved
334,0,the drowned and the saved
335,2,the drowned and the saved
336,2,the drowned and the saved
337,2,the drowned and the saved
338,2,the drowned and the saved
339,2,the drowned and the saved
340,2,the drowned and the saved
341,2,the drowned and the saved
342,2,the drowned and the saved
343,2,the drowned and the saved
344,2,the drowned and the saved
345,2,the drowned and the saved
346,2,the drowned and the saved
347,2,the drowned and the saved
348,2,the drowned and the saved
349,2,the drowned and the saved
350,2,the drowned and the saved
351,2,the drowned and the saved
352,2,the drowned and the saved
353,2,the drowned and the saved
354,2,the drowned and the saved
355,2,the drowned and the saved
356,2,the drowned and the saved
357,2,the drowned and the saved
358,2,the drowned and the saved
359,2,the drowned and the saved
360,2,the drowned and the saved
361,2,the drowned and the saved
362,2,the drowned and the saved
363,2,the drowned and the saved
364,2,the drowned and the saved
365,2,the drowned and the saved
366,2,the drowned and the saved
367,2,the drowned and the saved
368,2,the drowned and the saved
369,1,the drowned and the saved
370,1,the drowned and the saved
371,1,the drowned and the saved
372,2,the drowned and the saved
373,2,the drowned and the saved
374,2,the drowned and the saved
375,2,the drowned and the saved
376,2,the drowned and the saved
377,2,the drowned and the saved
378,2,the drowned and the saved
379,2,the drowned and the saved
380,2,the drowned and the saved
381,2,the drowned and the saved
382,2,the drowned and the saved
383,2,the drowned and the saved
384,2,the drowned and the saved
385,2,the drowned and the saved
386,2,the drowned and the saved
387,2,the drowned and the saved
388,2,the drowned and the saved
389,2,the drowned and the saved
390,2,the drowned and the saved
391,2,the drowned and the saved
392,2,the drowned and the saved
393,2,the drowned and the saved
394,2,the drowned and the saved
395,2,the drowned and the saved
396,2,the drowned and the saved
397,2,the drowned and the saved
398,2,the drowned and the saved
399,2,the drowned and the saved
400,2,the drowned and the saved
401,2,the drowned and the saved
402,2,the drowned and the saved
403,2,the drowned and the saved
404,2,the drowned and the saved
405,0,the drowned and the saved
406,0,the drowned and the saved
407,2,the drowned and the saved
408,2,the drowned and the saved
409,2,the drowned and the saved
410,2,the drowned and the saved
411,2,the drowned and the saved
412,2,the drowned and the saved
413,2,the drowned and the saved
414,2,the drowned and the saved
415,1,the drowned and the saved
416,2,the drowned and the saved
417,2,the drowned and the saved
418,2,the drowned and the saved
419,2,the drowned and the saved
420,2,the drowned and the saved
421,2,the drowned and the saved
422,2,the drowned and the saved
423,2,the drowned and the saved
424,2,the drowned and the saved
425,2,the drowned and the saved
426,2,the drowned and the saved
427,2,the drowned and the saved
428,2,the drowned and the saved
429,2,the drowned and the saved
430,2,the drowned and the saved
431,2,the drowned and the saved
432,2,the drowned and the saved
433,2,the drowned and the saved
434,2,the drowned and the saved
435,2,the drowned and the saved
436,2,the drowned and the saved
437,2,the drowned and the saved
438,2,the drowned and the saved
439,2,the drowned and the saved
440,2,the drowned and the saved
441,2,the drowned and the saved
442,2,the drowned and the saved
443,2,the drowned and the saved
444,0,the drowned and the saved
445,2,the drowned and the saved
446,2,the drowned and the saved
447,2,the drowned and the saved
448,2,the drowned and the saved
449,2,the drowned and the saved
450,2,the drowned and the saved
451,2,the drowned and the saved
452,1,the drowned and the saved
453,1,the drowned and the saved
454,1,the drowned and the saved
455,1,the drowned and the saved
456,1,the drowned and the saved
457,1,the drowned and the saved
458,1,the drowned and the saved
459,2,the drowned and the saved
460,2,the drowned and the saved
461,2,the drowned and the saved
462,2,the drowned and the saved
463,2,the drowned and the saved
464,2,the drowned and the saved
465,2,the drowned and the saved
466,2,the drowned and the saved
467,2,the drowned and the saved
468,2,the drowned and the saved
469,2,the drowned and the saved
470,2,the drowned and the saved
471,2,the drowned and the saved
472,2,the drowned and the saved
473,2,the drowned and the saved
474,2,the drowned and the saved
475,2,the drowned and the saved
476,2,the drowned and the saved
477,2,the drowned and the saved
478,2,the drowned and the saved
479,2,the drowned and the saved
480,2,the drowned and the saved
481,2,the drowned and the saved
482,2,the drowned and the saved
483,2,the drowned and the saved
484,2,the drowned and the saved
485,1,the drowned and the saved
486,1,the drowned and the saved
487,1,the drowned and the saved
488,2,the drowned and the saved
489,1,the drowned and the saved
490,2,the drowned and the saved
491,1,the drowned and the saved
492,2,the drowned and the saved
493,2,the drowned and the saved
494,2,the drowned and the saved
495,2,the drowned and the saved
496,2,the drowned and the saved
497,2,the drowned and the saved
498,2,the drowned and the saved
499,2,the drowned and the saved
500,2,the drowned and the saved
501,2,the drowned and the saved
502,2,the drowned and the saved
503,2,the drowned and the saved
504,2,the drowned and the saved
505,2,the drowned and the saved
506,2,the drowned and the saved
507,2,the drowned and the saved
508,2,the drowned and the saved
509,2,the drowned and the saved
510,2,the drowned and the saved
511,2,the drowned and the saved
512,2,the drowned and the saved
513,2,the drowned and the saved
514,2,the drowned and the saved
515,2,the drowned and the saved
516,2,the drowned and the saved
517,2,the drowned and the saved
518,2,the drowned and the saved
519,2,the drowned and the saved
520,2,the drowned and the saved
521,2,the drowned and the saved
522,2,the drowned and the saved
523,2,the drowned and the saved
524,2,the drowned and the saved
525,2,the drowned and the saved
526,2,the drowned and the saved
527,2,the drowned and the saved
528,2,the drowned and the saved
529,2,the drowned and the saved
530,2,the drowned and the saved
531,2,the drowned and the saved
532,2,the drowned and the saved
533,2,the drowned and the saved
534,2,the drowned and the saved
535,2,the drowned and the saved
536,2,the drowned and the saved
537,2,the drowned and the saved
538,2,the drowned and the saved
539,2,the drowned and the saved
540,2,the drowned and the saved
541,2,the drowned and the saved
542,2,the drowned and the saved
543,2,the drowned and the saved
544,2,the drowned and the saved
545,2,the drowned and the saved
546,2,the drowned and the saved
547,2,the drowned and the saved
548,2,the drowned and the saved
549,2,the drowned and the saved
550,2,the drowned and the saved
551,2,the drowned and the saved
552,2,the drowned and the saved
553,2,the drowned and the saved
554,2,the drowned and the saved
555,2,the drowned and the saved
556,2,the drowned and the saved
557,2,the drowned and the saved
558,2,the drowned and the saved
559,2,the drowned and the saved
560,2,the drowned and the saved
561,2,the drowned and the saved
562,2,the drowned and the saved
563,1,the drowned and the saved
564,2,the drowned and the saved
565,2,the drowned and the saved
566,2,the drowned and the saved
567,2,the drowned and the saved
568,2,the drowned and the saved
569,2,the drowned and the saved
570,2,the drowned and the saved
571,2,the drowned and the saved
572,2,the drowned and the saved
573,1,the drowned and the saved
574,2,the drowned and the saved
575,2,the drowned and the saved
576,2,the drowned and the saved
577,0,the drowned and the saved
578,2,the drowned and the saved
579,2,the drowned and the saved
580,2,the drowned and the saved
581,2,the drowned and the saved
582,2,the drowned and the saved
583,2,the drowned and the saved
584,2,the drowned and the saved
585,2,the drowned and the saved
586,2,the drowned and the saved
587,2,the drowned and the saved
588,2,the drowned and the saved
589,2,the drowned and the saved
590,2,the drowned and the saved
591,2,the drowned and the saved
592,2,the drowned and the saved
593,2,the drowned and the saved
594,2,the drowned and the saved
595,2,the drowned and the saved
596,2,the drowned and the saved
597,2,the drowned and the saved
598,2,the drowned and the saved
599,2,the drowned and the saved
600,2,the drowned and the saved
601,2,the drowned and the saved
602,2,the drowned and the saved
603,2,the drowned and the saved
604,2,the drowned and the saved
605,2,the drowned and the saved
606,2,the drowned and the saved
607,2,the drowned and the saved
608,2,the drowned and the saved
609,2,the drowned and the saved
610,2,the drowned and the saved
611,2,the drowned and the saved
612,2,the drowned and the saved
613,2,the drowned and the saved
614,2,the drowned and the saved
615,1,the drowned and the saved
616,1,the drowned and the saved
617,1,the drowned and the saved
618,2,the drowned and the saved
619,1,the drowned and the saved
620,2,the drowned and the saved
621,2,the drowned and the saved
622,2,the drowned and the saved
623,2,the drowned and the saved
624,2,the drowned and the saved
625,2,the drowned and the saved
626,2,the drowned and the saved
627,2,the drowned and the saved
628,2,the drowned and the saved
629,2,the drowned and the saved
630,2,the drowned and the saved
631,2,the drowned and the saved
632,2,the drowned and the saved
633,2,the drowned and the saved
634,2,the drowned and the saved
635,2,the drowned and the saved
636,1,the drowned and the saved
637,1,the drowned and the saved
638,1,the drowned and the saved
639,1,the drowned and the saved
640,1,the drowned and the saved
641,1,the drowned and the saved
642,1,the drowned and the saved
643,1,the drowned and the saved
644,1,the drowned and the saved
645,1,the drowned and the saved
646,1,the drowned and the saved
647,1,the drowned and the saved
648,1,the drowned and the saved
649,1,the drowned and the saved
650,1,the drowned and the saved
651,1,the drowned and the saved
652,1,the drowned and the saved
653,1,the drowned and the saved
654,1,the drowned and the saved
655,1,the drowned and the saved
656,1,the drowned and the saved
657,1,the drowned and the saved
658,1,the drowned and the saved
659,1,the drowned and the saved
660,1,the drowned and the saved
661,1,the drowned and the saved
662,1,the drowned and the saved
663,1,the drowned and the saved
664,1,the drowned and the saved
665,1,the drowned and the saved
666,1,the drowned and the saved
667,1,the drowned and the saved
668,2,the drowned and the saved
669,2,the drowned and the saved
670,1,the drowned and the saved
671,1,the drowned and the saved
672,1,the drowned and the saved
673,2,the drowned and the saved
674,1,the drowned and the saved
675,1,the drowned and the saved
676,1,the drowned and the saved
677,1,the drowned and the saved
678,2,the drowned and the saved
679,2,the drowned and the saved
680,1,the drowned and the saved
681,1,the drowned and the saved
682,1,the drowned and the saved
683,1,the drowned and the saved
684,1,the drowned and the saved
685,1,the drowned and the saved
686,1,the drowned and the saved
687,1,the drowned and the saved
688,1,the drowned and the saved
689,1,the drowned and the saved
690,2,the drowned and the saved
691,1,the drowned and the saved
692,1,the drowned and the saved
693,2,the drowned and the saved
694,1,the drowned and the saved
695,1,the drowned and the saved
696,1,the drowned and the saved
697,1,the drowned and the saved
698,1,the drowned and the saved
699,1,the drowned and the saved
700,1,the drowned and the saved
701,1,the drowned and the saved
702,1,the drowned and the saved
703,1,the drowned and the saved
704,1,the drowned and the saved
705,1,the drowned and the saved
706,1,the drowned and the saved
707,1,the drowned and the saved
708,2,the drowned and the saved
709,1,the drowned and the saved
710,1,the drowned and the saved
711,1,the drowned and the saved
712,1,the drowned and the saved
713,1,the drowned and the saved
714,1,the drowned and the saved
715,2,the drowned and the saved
716,1,the drowned and the saved
717,1,the drowned and the saved
718,1,the drowned and the saved
719,2,the drowned and the saved
720,2,the drowned and the saved
721,2,the drowned and the saved
722,1,the drowned and the saved
723,2,the drowned and the saved
724,2,the drowned and the saved
725,1,the drowned and the saved
726,1,the drowned and the saved
727,1,the drowned and the saved
728,2,the drowned and the saved
729,2,the drowned and the saved
730,1,the drowned and the saved
731,1,the drowned and the saved
732,1,the drowned and the saved
733,1,the drowned and the saved
734,1,the drowned and the saved
735,1,the drowned and the saved
736,1,the drowned and the saved
737,1,the drowned and the saved
738,1,the drowned and the saved
739,1,the drowned and the saved
740,1,the drowned and the saved
741,1,the drowned and the saved
742,2,the drowned and the saved
743,2,the drowned and the saved
744,2,the drowned and the saved
745,2,the drowned and the saved
746,2,the drowned and the saved
747,2,the drowned and the saved
748,2,the drowned and the saved
749,2,the drowned and the saved
750,2,the drowned and the saved
751,2,the drowned and the saved
752,2,the drowned and the saved
753,2,the drowned and the saved
754,2,the drowned and the saved
755,2,the drowned and the saved
756,2,the drowned and the saved
757,2,the drowned and the saved
758,2,the drowned and the saved
759,2,the drowned and the saved
760,0,the drowned and the saved
761,1,the drowned and the saved
762,2,the drowned and the saved
763,2,the drowned and the saved
764,2,the drowned and the saved
765,2,the drowned and the saved
766,2,the drowned and the saved
767,2,the drowned and the saved
768,2,the drowned and the saved
769,2,the drowned and the saved
770,2,the drowned and the saved
771,0,the drowned and the saved
772,2,the drowned and the saved
773,2,the drowned and the saved
774,2,the drowned and the saved
775,2,the drowned and the saved
776,2,the drowned and the saved
777,2,the drowned and the saved
778,2,the drowned and the saved
779,2,the drowned and the saved
780,2,the drowned and the saved
781,2,the drowned and the saved
782,2,the drowned and the saved
783,2,the drowned and the saved
784,2,the drowned and the saved
785,2,the drowned and the saved
786,1,the drowned and the saved
787,1,the drowned and the saved
788,2,the drowned and the saved
789,2,the drowned and the saved
790,2,the drowned and the saved
791,2,the drowned and the saved
792,2,the drowned and the saved
793,2,the drowned and the saved
794,2,the drowned and the saved
795,2,the drowned and the saved
796,2,the drowned and the saved
797,2,the drowned and the saved
798,2,the drowned and the saved
799,2,the drowned and the saved
800,2,the drowned and the saved
801,2,the drowned and the saved
802,2,the drowned and the saved
803,2,the drowned and the saved
804,2,the drowned and the saved
805,2,the drowned and the saved
806,2,the drowned and the saved
807,2,the drowned and the saved
808,2,the drowned and the saved
809,2,the drowned and the saved
810,2,the drowned and the saved
811,2,the drowned and the saved
812,2,the drowned and the saved
813,2,the drowned and the saved
814,2,the drowned and the saved
815,2,the drowned and the saved
816,2,the drowned and the saved
817,2,the drowned and the saved
818,2,the drowned and the saved
819,2,the drowned and the saved
820,2,the drowned and the saved
821,2,the drowned and the saved
822,2,the drowned and the saved
823,2,the drowned and the saved
824,2,the drowned and the saved
825,2,the drowned and the saved
826,2,the drowned and the saved
827,2,the drowned and the saved
828,2,the drowned and the saved
829,2,the drowned and the saved
830,2,the drowned and the saved
831,2,the drowned and the saved
832,1,the drowned and the saved
833,2,the drowned and the saved
834,2,the drowned and the saved
835,2,the drowned and the saved
836,2,the drowned and the saved
837,2,the drowned and the saved
838,2,the drowned and the saved
839,2,the drowned and the saved
840,2,the drowned and the saved
841,2,the drowned and the saved
842,2,the drowned and the saved
843,2,the drowned and the saved
844,2,the drowned and the saved
845,2,the drowned and the saved
846,2,the drowned and the saved
847,2,the drowned and the saved
848,2,the drowned and the saved
849,2,the drowned and the saved
850,2,the drowned and the saved
851,2,the drowned and the saved
852,2,the drowned and the saved
853,2,the drowned and the saved
854,2,the drowned and the saved
855,2,the drowned and the saved
856,2,the drowned and the saved
857,2,the drowned and the saved
858,2,the drowned and the saved
859,2,the drowned and the saved
860,2,the drowned and the saved
861,2,the drowned and the saved
862,2,the drowned and the saved
863,2,the drowned and the saved
864,2,the drowned and the saved
865,2,the drowned and the saved
866,2,the drowned and the saved
867,2,the drowned and the saved
868,2,the drowned and the saved
869,2,the drowned and the saved
870,1,the drowned and the saved
871,1,the drowned and the saved
872,1,the drowned and the saved
873,2,the drowned and the saved
874,2,the drowned and the saved
875,2,the drowned and the saved
876,2,the drowned and the saved
877,2,the drowned and the saved
878,2,the drowned and the saved
879,1,the drowned and the saved
880,2,the drowned and the saved
881,2,the drowned and the saved
882,2,the drowned and the saved
883,2,the drowned and the saved
884,2,the drowned and the saved
885,2,the drowned and the saved
886,2,the drowned and the saved
887,2,the drowned and the saved
888,2,the drowned and the saved
889,2,the drowned and the saved
890,2,the drowned and the saved
891,2,the drowned and the saved
892,2,the drowned and the saved
893,2,the drowned and the saved
894,2,the drowned and the saved
895,2,the drowned and the saved
896,2,the drowned and the saved
897,2,the drowned and the saved
898,2,the drowned and the saved
899,2,the drowned and the saved
900,2,the drowned and the saved
901,2,the drowned and the saved
902,2,the drowned and the saved
903,2,the drowned and the saved
904,2,the drowned and the saved
905,2,the drowned and the saved
906,2,the drowned and the saved
907,2,the drowned and the saved
908,2,the drowned and the saved
909,2,the drowned and the saved
910,2,the drowned and the saved
911,0,the drowned and the saved
912,2,the drowned and the saved
913,2,the drowned and the saved
914,2,the drowned and the saved
915,1,the drowned and the saved
916,1,the drowned and the saved
917,1,the drowned and the saved
918,1,the drowned and the saved
919,1,the drowned and the saved
920,1,the drowned and the saved
921,1,the drowned and the saved
922,1,the drowned and the saved
923,1,the drowned and the saved
924,1,the drowned and the saved
925,1,the drowned and the saved
926,1,the drowned and the saved
927,1,the drowned and the saved
928,1,the drowned and the saved
929,2,the drowned and the saved
930,2,the drowned and the saved
931,2,the drowned and the saved
932,2,the drowned and the saved
933,2,the drowned and the saved
934,2,the drowned and the saved
935,2,the drowned and the saved
936,2,the drowned and the saved
937,2,the drowned and the saved
938,2,the drowned and the saved
939,2,the drowned and the saved
940,2,the drowned and the saved
941,2,the drowned and the saved
942,2,the drowned and the saved
943,2,the drowned and the saved
944,2,the drowned and the saved
945,2,the drowned and the saved
946,2,the drowned and the saved
947,0,the drowned and the saved
948,2,the drowned and the saved
949,2,the drowned and the saved
950,2,the drowned and the saved
951,2,the drowned and the saved
952,2,the drowned and the saved
953,2,the drowned and the saved
954,2,the drowned and the saved
955,2,the drowned and the saved
956,2,the drowned and the saved
957,2,the drowned and the saved
958,2,the drowned and the saved
959,2,the drowned and the saved
960,2,the drowned and the saved
961,2,the drowned and the saved
962,2,the drowned and the saved
963,2,the drowned and the saved
964,2,the drowned and the saved
965,2,the drowned and the saved
966,2,the drowned and the saved
967,2,the drowned and the saved
968,2,the drowned and the saved
969,1,the drowned and the saved
970,2,the drowned and the saved
971,2,the drowned and the saved
972,2,the drowned and the saved
973,2,the drowned and the saved
974,2,the drowned and the saved
975,2,the drowned and the saved
976,2,the drowned and the saved
977,2,the drowned and the saved
978,2,the drowned and the saved
979,2,the drowned and the saved
980,2,the drowned and the saved
981,2,the drowned and the saved
982,2,the drowned and the saved
983,2,the drowned and the saved
984,2,the drowned and the saved
985,2,the drowned and the saved
986,2,the drowned and the saved
987,2,the drowned and the saved
988,2,the drowned and the saved
989,2,the drowned and the saved
990,2,the drowned and the saved
991,2,the drowned and the saved
992,2,the drowned and the saved
993,2,the drowned and the saved
994,2,the drowned and the saved
995,2,the drowned and the saved
996,2,the drowned and the saved
997,1,the drowned and the saved
998,2,the drowned and the saved
999,2,the drowned and the saved
1000,2,the drowned and the saved
1001,2,the drowned and the saved
1002,2,the drowned and the saved
1003,2,the drowned and the saved
1004,2,the drowned and the saved
1005,2,the drowned and the saved
1006,2,the drowned and the saved
1007,2,the drowned and the saved
1008,2,the drowned and the saved
1009,2,the drowned and the saved
1010,2,the drowned and the saved
1011,2,the drowned and the saved
1012,2,the drowned and the saved
1013,1,the drowned and the saved
1014,2,the drowned and the saved
1015,2,the drowned and the saved
1016,2,the drowned and the saved
1017,2,the drowned and the saved
1018,2,the drowned and the saved
1019,2,the drowned and the saved
1020,2,the drowned and the saved
1021,2,the drowned and the saved
1022,2,the drowned and the saved
1023,2,the drowned and the saved
1024,2,the drowned and the saved
1025,2,the drowned and the saved
1026,2,the drowned and the saved
1027,2,the drowned and the saved
1028,2,the drowned and the saved
1029,2,the drowned and the saved
1030,2,the drowned and the saved
1031,2,the drowned and the saved
1032,2,the drowned and the saved
1033,2,the drowned and the saved
1034,2,the drowned and the saved
1035,2,the drowned and the saved
1036,2,the drowned and the saved
1037,2,the drowned and the saved
1038,2,the drowned and the saved
1039,2,the drowned and the saved
1040,2,the drowned and the saved
1041,2,the drowned and the saved
1042,2,the drowned and the saved
1043,2,the drowned and the saved
1044,2,the drowned and the saved
1045,2,the drowned and the saved
1046,2,the drowned and the saved
1047,2,the drowned and the saved
1048,2,the drowned and the saved
1049,2,the drowned and the saved
1050,2,the drowned and the saved
1051,2,the drowned and the saved
1052,2,the drowned and the saved
1053,2,the drowned and the saved
1054,2,the drowned and the saved
1055,2,the drowned and the saved
1056,2,the drowned and the saved
1057,2,the drowned and the saved
1058,2,the drowned and the saved
1059,2,the drowned and the saved
1060,2,the drowned and the saved
1061,2,the drowned and the saved
1062,1,the drowned and the saved
1063,2,the drowned and the saved
1064,2,the drowned and the saved
1065,2,the drowned and the saved
1066,2,the drowned and the saved
1067,1,the drowned and the saved
1068,1,the drowned and the saved
